PAKKAUSNRO;AINETUN;AINENIMI
3930;486;Antithrombinum III humanum
3932;1666;Enalaprili maleas
3936;2830;Medroxyprogesteroni acetas
3940;3337;Nortriptylini hydrochloridum
3948;2975;Midazolami maleas
3955;2642;Lidocaini hydrochloridum monohydricum
3959;2441;Kalii chloridum
3959;2728;Macrogolum 3350
3959;3102;Natrii bicarbonas
3959;3117;Natrii chloridum
3960;2441;Kalii chloridum
3960;2728;Macrogolum 3350
3960;3102;Natrii bicarbonas
3960;3117;Natrii chloridum
3961;2441;Kalii chloridum
3961;2728;Macrogolum 3350
3961;3102;Natrii bicarbonas
3961;3117;Natrii chloridum
3962;2441;Kalii chloridum
3962;2728;Macrogolum 3350
3962;3102;Natrii bicarbonas
3962;3117;Natrii chloridum
3963;2441;Kalii chloridum
3963;2728;Macrogolum 3350
3963;3102;Natrii bicarbonas
3963;3117;Natrii chloridum
3964;2441;Kalii chloridum
3964;2728;Macrogolum 3350
3964;3102;Natrii bicarbonas
3964;3117;Natrii chloridum
3965;2441;Kalii chloridum
3965;2728;Macrogolum 3350
3965;3102;Natrii bicarbonas
3965;3117;Natrii chloridum
3966;2093;Gabapentinum
3981;49;Acebutololi hydrochloridum
3984;1917;Felodipinum
3984;2960;Metoprololi succinas
3985;1917;Felodipinum
3985;2960;Metoprololi succinas
3998;2970;Miconazoli nitras
4022;693;Betula verrucosa (RAUDUSKOIVU)
4022;3745;Phleum pratense (timotei)
4023;693;Betula verrucosa (RAUDUSKOIVU)
4023;3745;Phleum pratense (timotei)
4045;4503;Tamoxifeni citras
4055;1515;Dimeticonum
4055;4272;Silica colloidalis anhydrica
4057;1515;Dimeticonum
4057;4272;Silica colloidalis anhydrica
4063;2752;Magnesii hydroxidum
4069;1713;Erythromycini lactobionas
4070;1666;Enalaprili maleas
4071;1666;Enalaprili maleas
4072;1666;Enalaprili maleas
4073;1666;Enalaprili maleas
4074;1666;Enalaprili maleas
4075;1666;Enalaprili maleas
4079;5960;Natrii picosulfas monohydricus
4095;455;Anastrozolum
4096;455;Anastrozolum
4135;4395;Spironolactonum
4138;2830;Medroxyprogesteroni acetas
4144;1930;Fentanylum
4154;1452;Diclofenacum natricum
4155;1452;Diclofenacum natricum
4174;2377;Iohexolum
4175;2377;Iohexolum
4178;3682;Perphenazini decanoas
4179;3682;Perphenazini decanoas
4187;4718;Tripelennamini hydrochloridum
4193;12304;Tizanidini hydrochloridum
4194;12304;Tizanidini hydrochloridum
4195;12304;Tizanidini hydrochloridum
4196;12304;Tizanidini hydrochloridum
4200;4262;Sertralini hydrochloridum
4201;4262;Sertralini hydrochloridum
4211;85;Acidum alginicum
4211;353;Aluminii hydroxidum gel. siccatum
4211;3155;Natrii hydrogenocarbonas
4212;85;Acidum alginicum
4212;353;Aluminii hydroxidum gel. siccatum
4212;3155;Natrii hydrogenocarbonas
4216;1499;Diltiazemi hydrochloridum
4217;1499;Diltiazemi hydrochloridum
4230;1331;Cyclophosphamidum monohydricum
4231;1331;Cyclophosphamidum monohydricum
4232;1331;Cyclophosphamidum monohydricum
4234;1331;Cyclophosphamidum monohydricum
4240;2007;Flecainidi acetas
4241;2007;Flecainidi acetas
4242;2007;Flecainidi acetas
4246;1666;Enalaprili maleas
4248;2948;Methylprednisolonum
4305;960;Ceftriaxonum dinatricum hydricum
4305;2642;Lidocaini hydrochloridum monohydricum
4311;2410;Isosorbidi 5-mononitras
4312;2410;Isosorbidi 5-mononitras
4325;216;Adrenalini tartras
4325;765;Bupivacaini hydrochloridum monohydricum
4348;3574;Pancreatis pulvis
4356;396;Amiodaroni hydrochloridum
4359;1337;Cyproteroni acetas
4359;1754;Ethinylestradiolum
4360;1337;Cyproteroni acetas
4360;1754;Ethinylestradiolum
4361;4854;Vinblastini sulfas
4363;331;Alprazolamum
4364;331;Alprazolamum
4365;331;Alprazolamum
4366;331;Alprazolamum
4368;4935;Zuclopenthixoli acetas
4373;4845;Verapamili hydrochloridum
4374;4845;Verapamili hydrochloridum
4375;2261;Hydrocortisonum
4376;2261;Hydrocortisonum
4389;9302;Docetaxelum trihydricum
4397;2419;Plantaginis ovatae seminis tegumentum
4398;2419;Plantaginis ovatae seminis tegumentum
4399;2419;Plantaginis ovatae seminis tegumentum
4400;2419;Plantaginis ovatae seminis tegumentum
4405;2945;Methylprednisoloni acetas
4406;2945;Methylprednisoloni acetas
4412;4106;Saccharomyces boulardii
4418;1930;Fentanylum
4424;2411;Isosorbidi dinitras
4426;1800;Etoposidum
4427;312;Alfentanili hydrochloridum
4428;312;Alfentanili hydrochloridum
4434;3534;Oxazepamum
4435;3534;Oxazepamum
4436;1423;Dextromethorphani hydrobromidum
4437;1423;Dextromethorphani hydrobromidum
4439;1930;Fentanylum
4452;176;Acidum salicylicum
4452;680;Betamethasoni dipropionas
4455;176;Acidum salicylicum
4455;680;Betamethasoni dipropionas
4459;2831;Mefloquini hydrochloridum
4474;217;Adrenalinum
4475;217;Adrenalinum
4479;72;Aciclovirum
4485;3295;Nimodipinum
4498;1607;Doxycyclinum monohydricum
4513;2948;Methylprednisolonum
4514;2948;Methylprednisolonum
4515;2948;Methylprednisolonum
4516;2948;Methylprednisolonum
4517;1737;Estradioli valeras
4517;2830;Medroxyprogesteroni acetas
4518;1737;Estradioli valeras
4518;2830;Medroxyprogesteroni acetas
4519;1744;Estriolum
4554;1499;Diltiazemi hydrochloridum
4555;1499;Diltiazemi hydrochloridum
4557;1499;Diltiazemi hydrochloridum
4559;1499;Diltiazemi hydrochloridum
4575;4934;Zopiclonum
4576;4934;Zopiclonum
4577;4934;Zopiclonum
4581;2261;Hydrocortisonum
4582;686;Betaxololi hydrochloridum
4583;2174;Goserelini acetas
4584;2301;Ibuprofenum
4586;309;Alfa-tocopherolum ras.
4586;1699;Ergocalciferolum
4586;3760;Phytomenadionum
4586;4146;Retinoli palmitas
4588;309;Alfa-tocopherolum ras.
4588;1699;Ergocalciferolum
4588;3760;Phytomenadionum
4588;4146;Retinoli palmitas
4591;2863;Mesalazinum
4608;109;Acidum folicum
4608;702;Biotinum
4608;1316;Cyanocobalaminum
4608;3098;Natrii ascorbas
4608;3198;Natrii pantothenas
4608;3219;Riboflavini natrii phosphas
4608;3285;Nicotinamidum
4608;4091;Pyridoxini hydrochloridum
4608;4588;Thiamini mononitras
4609;1217;Codeini phosphas hemihydricus
4609;2189;Guaifenesinum
4610;2387;Ipratropii bromidum monohydricum
4611;2884;Metformini hydrochloridum
4612;2884;Metformini hydrochloridum
4614;4581;Theophyllinum anhydricum
4616;4581;Theophyllinum anhydricum
4617;3760;Phytomenadionum
4717;2861;Meropenemum trihydricum
4725;4435;Sucralfatum
4727;4435;Sucralfatum
4731;1596;Dornasum alfa humanum
4732;1596;Dornasum alfa humanum
4733;1903;Famciclovirum
4734;1903;Famciclovirum
4739;1959;Ferrosi sulfas siccatus
4741;1959;Ferrosi sulfas siccatus
4742;1959;Ferrosi sulfas siccatus
4743;1959;Ferrosi sulfas siccatus
4747;4447;Sulfadiazinum
4747;4709;Trimethoprimum
4748;4447;Sulfadiazinum
4748;4709;Trimethoprimum
4749;4447;Sulfadiazinum
4749;4709;Trimethoprimum
4750;4447;Sulfadiazinum
4750;4709;Trimethoprimum
4751;4447;Sulfadiazinum
4751;4709;Trimethoprimum
4780;2640;Lidocaini hydrochloridum
4780;2945;Methylprednisoloni acetas
4781;2640;Lidocaini hydrochloridum
4781;2945;Methylprednisoloni acetas
4797;2301;Ibuprofenum
4799;2301;Ibuprofenum
4800;4684;Triamcinoloni hexacetonidum
4801;4684;Triamcinoloni hexacetonidum
4808;806;Calcii carbonas
4808;2768;Magnesii subcarbonas ponderosus
4810;806;Calcii carbonas
4810;2768;Magnesii subcarbonas ponderosus
4830;1164;Clindamycini hydrochloridum
4831;1164;Clindamycini hydrochloridum
4832;1164;Clindamycini hydrochloridum
4833;2050;Fluticasoni propionas
4834;414;Amorolfini hydrochloridum
4848;331;Alprazolamum
4849;331;Alprazolamum
4853;1744;Estriolum
4854;1744;Estriolum
4855;1744;Estriolum
4857;334;Alprostadilum
4858;765;Bupivacaini hydrochloridum monohydricum
4858;2945;Methylprednisoloni acetas
4859;765;Bupivacaini hydrochloridum monohydricum
4859;2945;Methylprednisoloni acetas
4869;482;Antifoam M
4870;482;Antifoam M
4881;622;Benserazidi hydrochloridum
4881;2631;Levodopum
4892;3801;Pivmecillinami hydrochloridum
4893;3801;Pivmecillinami hydrochloridum
4894;3801;Pivmecillinami hydrochloridum
4896;2387;Ipratropii bromidum monohydricum
4901;880;Carbamazepinum
4902;880;Carbamazepinum
4904;880;Carbamazepinum
4923;96;Acidum boricum
4923;1752;Ethanolum 96 %
4937;508;Aprotininum
4940;3996;Prednisonum
4941;3996;Prednisonum
4958;2638;Levothyroxinum natricum
4959;2638;Levothyroxinum natricum
4969;2965;Metronidazolum
4992;552;Atenololum
4994;552;Atenololum
4995;552;Atenololum
4997;552;Atenololum
5000;2410;Isosorbidi 5-mononitras
5001;2410;Isosorbidi 5-mononitras
5004;880;Carbamazepinum
5010;3084;Naproxenum
5013;3084;Naproxenum
5014;3084;Naproxenum
5044;111;Acidum fusidicum
5045;111;Acidum fusidicum
5047;887;Carbidopum
5047;2631;Levodopum
5078;2682;Losartanum kalicum
5079;2682;Losartanum kalicum
5080;2682;Losartanum kalicum
5097;588;Baclofenum
5098;588;Baclofenum
5099;2261;Hydrocortisonum
5109;613;Beclometasoni dipropionas
5115;889;Carbimazolum
5116;2321;Indapamidum
5196;577;Azathioprinum
5211;4936;Zuclopenthixoli decanoas
5228;2969;Mianserini hydrochloridum
5230;2969;Mianserini hydrochloridum
5235;512;Aqua ad iniectabilia
5236;512;Aqua ad iniectabilia
5237;512;Aqua ad iniectabilia
5238;512;Aqua ad iniectabilia
5239;512;Aqua ad iniectabilia
5240;512;Aqua ad iniectabilia
5241;512;Aqua ad iniectabilia
5242;512;Aqua ad iniectabilia
5246;1381;Desfluranum
5247;4463;Sulfasalazinum
5248;4463;Sulfasalazinum
5257;4671;Toremifeni citras
5270;4091;Pyridoxini hydrochloridum
5295;2975;Midazolami maleas
5303;1351;Dalteparinum natricum
5304;1351;Dalteparinum natricum
5306;1351;Dalteparinum natricum
5308;1351;Dalteparinum natricum
5311;2031;Fluocortoloni pivalas
5311;2640;Lidocaini hydrochloridum
5312;2031;Fluocortoloni pivalas
5312;2640;Lidocaini hydrochloridum
5313;2031;Fluocortoloni pivalas
5313;2640;Lidocaini hydrochloridum
5316;1622;Dydrogesteronum
5317;1622;Dydrogesteronum
5318;1622;Dydrogesteronum
5324;5681;Lactulosi solutio
5332;2154;Glyceroli trinitras
5333;2154;Glyceroli trinitras
5335;2154;Glyceroli trinitras
5336;2154;Glyceroli trinitras
5351;622;Benserazidi hydrochloridum
5351;2631;Levodopum
5356;4934;Zopiclonum
5357;4934;Zopiclonum
5361;2961;Metoprololi tartras
5366;2375;Iodixanolum
5367;2375;Iodixanolum
5368;2375;Iodixanolum
5369;2375;Iodixanolum
5370;2375;Iodixanolum
5433;2050;Fluticasoni propionas
5434;891;Carbo activatus
5435;2410;Isosorbidi 5-mononitras
5436;2410;Isosorbidi 5-mononitras
5439;2050;Fluticasoni propionas
5446;2487;Ketoconazolum
5447;2487;Ketoconazolum
5457;406;Ammonii chloridum
5457;1217;Codeini phosphas hemihydricus
5457;1870;Extractum fluidum thymi
5457;2189;Guaifenesinum
5461;4534;Terbutalini sulfas
5472;335;Alteplasum
5473;335;Alteplasum
5474;335;Alteplasum
5479;1754;Ethinylestradiolum
5479;2113;Gestodenum
5505;112;Acidum fusidicum hemihydricum
5505;682;Betamethasoni valeras
5506;3144;Natrii fusidas
5507;3144;Natrii fusidas
5508;3032;Mucopolysaccharidi polysulfas
5509;3032;Mucopolysaccharidi polysulfas
5512;3032;Mucopolysaccharidi polysulfas
5513;3032;Mucopolysaccharidi polysulfas
5520;674;Betahistini dihydrochloridum
5523;263;Ethylmorphini hydrochloridum
5523;1860;Cocillanae extractum fluidum
5523;1861;Extractum fluidum euphorbiae piluliferae
5523;1862;Extractum fluidum frangulae
5523;1868;Extractum fluidum scillae
5523;1869;Extractum fluidum senegae
5524;263;Ethylmorphini hydrochloridum
5524;1860;Cocillanae extractum fluidum
5524;1861;Extractum fluidum euphorbiae piluliferae
5524;1862;Extractum fluidum frangulae
5524;1868;Extractum fluidum scillae
5524;1869;Extractum fluidum senegae
5529;112;Acidum fusidicum hemihydricum
5559;2035;Fluorometholonum
5567;2017;Fluconazolum
5568;2017;Fluconazolum
5569;2017;Fluconazolum
5575;3029;Morphini hydrochloridum
5593;1169;Clobazamum
5594;4216;Salbutamoli sulfas
5595;4216;Salbutamoli sulfas
5601;2017;Fluconazolum
5603;2017;Fluconazolum
5604;2017;Fluconazolum
5605;2017;Fluconazolum
5606;4855;Vincristini sulfas
5611;2102;Ganciclovirum natricum
5614;3640;Pentoxifyllinum
5615;3640;Pentoxifyllinum
5616;4216;Salbutamoli sulfas
5617;4216;Salbutamoli sulfas
5665;3987;Prednisoloni acetas
5706;1316;Cyanocobalaminum
5706;4091;Pyridoxini hydrochloridum
5706;4587;Thiamini hydrochloridum
5707;1316;Cyanocobalaminum
5707;4091;Pyridoxini hydrochloridum
5707;4587;Thiamini hydrochloridum
5710;1316;Cyanocobalaminum
5710;4091;Pyridoxini hydrochloridum
5710;4587;Thiamini hydrochloridum
5715;2375;Iodixanolum
5716;2375;Iodixanolum
5717;2375;Iodixanolum
5718;2375;Iodixanolum
5719;2375;Iodixanolum
5724;1925;Fenoteroli hydrobromidum
5724;2387;Ipratropii bromidum monohydricum
5725;1925;Fenoteroli hydrobromidum
5725;2387;Ipratropii bromidum monohydricum
5746;82;Acidum acetylsalicylicum
5746;91;Acidum ascorbicum
5746;1221;Coffeinum
5747;759;Budesonidum
5748;759;Budesonidum
5750;200;Acitretinum
5751;200;Acitretinum
5752;200;Acitretinum
5754;482;Antifoam M
5757;2305;Ifosfamidum
5758;2305;Ifosfamidum
5759;2305;Ifosfamidum
5761;2866;Mesnum
5762;2866;Mesnum
5765;5176;Hepatitis B virus, surface antigen, rDNA
5767;5176;Hepatitis B virus, surface antigen, rDNA
5768;2960;Metoprololi succinas
5769;2960;Metoprololi succinas
5771;2960;Metoprololi succinas
5781;1131;Ciprofloxacini hydrochloridum monohydricum
5782;1131;Ciprofloxacini hydrochloridum monohydricum
5784;72;Aciclovirum
5786;3084;Naproxenum
5787;3084;Naproxenum
5788;3084;Naproxenum
5789;3084;Naproxenum
5790;3084;Naproxenum
5801;2154;Glyceroli trinitras
5810;1666;Enalaprili maleas
5810;2253;Hydrochlorothiazidum
5811;1666;Enalaprili maleas
5811;2253;Hydrochlorothiazidum
5826;67;Acetylcysteinum
5830;3041;Mofetilis mycophenolas
5834;3795;Piroxicamum
5846;3357;Octreotidum
5847;3357;Octreotidum
5848;3357;Octreotidum
5880;1452;Diclofenacum natricum
5882;1452;Diclofenacum natricum
5890;894;Carbocisteinum
5892;759;Budesonidum
5893;759;Budesonidum
5894;2411;Isosorbidi dinitras
5898;713;Bisoprololi fumaras
5899;713;Bisoprololi fumaras
5900;713;Bisoprololi fumaras
5901;713;Bisoprololi fumaras
5926;1451;Diclofenacum kalicum
5927;1451;Diclofenacum kalicum
5929;1451;Diclofenacum kalicum
5938;1666;Enalaprili maleas
5939;1666;Enalaprili maleas
5940;1666;Enalaprili maleas
5946;2637;Levonorgestrelum
5967;2222;Heparinum natricum
5970;2222;Heparinum natricum
5973;2643;Lidocainum
5973;4003;Prilocainum
5974;2643;Lidocainum
5974;4003;Prilocainum
5997;4115;Ramiprilum
5998;4115;Ramiprilum
6010;936;Cefalexinum monohydricum
6012;936;Cefalexinum monohydricum
6014;12112;Tamsulosin hydrochloride
6015;12112;Tamsulosin hydrochloride
6017;4115;Ramiprilum
6018;4115;Ramiprilum
6020;4524;Teicoplaninum
6022;4524;Teicoplaninum
6030;398;Amlodipini besilas
6031;398;Amlodipini besilas
6032;398;Amlodipini besilas
6033;398;Amlodipini besilas
6039;388;Amiloridi hydrochloridum dihydricum
6039;2253;Hydrochlorothiazidum
6040;388;Amiloridi hydrochloridum dihydricum
6040;2253;Hydrochlorothiazidum
6044;2255;Hydrocortisoni 17-butyras
6045;2255;Hydrocortisoni 17-butyras
6046;2255;Hydrocortisoni 17-butyras
6059;197;Acidum valproicum
6059;3241;Natrii valproas
6061;197;Acidum valproicum
6061;3241;Natrii valproas
6090;1499;Diltiazemi hydrochloridum
6091;1499;Diltiazemi hydrochloridum
6121;1217;Codeini phosphas hemihydricus
6121;3584;Paracetamolum
6122;1217;Codeini phosphas hemihydricus
6122;3584;Paracetamolum
6123;1217;Codeini phosphas hemihydricus
6123;3584;Paracetamolum
6126;1434;Diazepamum
6127;1434;Diazepamum
6128;1434;Diazepamum
6129;1434;Diazepamum
6132;2678;Lorazepamum
6190;10380;Poliovirus type 1 (Mahoney), inactivated
6190;10381;Poliovirus type 2 (MEF-1), inactivated
6190;10382;Poliovirus type 3 (Saukett), inactivated
6191;10380;Poliovirus type 1 (Mahoney), inactivated
6191;10381;Poliovirus type 2 (MEF-1), inactivated
6191;10382;Poliovirus type 3 (Saukett), inactivated
6192;10380;Poliovirus type 1 (Mahoney), inactivated
6192;10381;Poliovirus type 2 (MEF-1), inactivated
6192;10382;Poliovirus type 3 (Saukett), inactivated
6193;10380;Poliovirus type 1 (Mahoney), inactivated
6193;10381;Poliovirus type 2 (MEF-1), inactivated
6193;10382;Poliovirus type 3 (Saukett), inactivated
6224;1917;Felodipinum
6225;1917;Felodipinum
6226;1917;Felodipinum
6227;1917;Felodipinum
6246;3574;Pancreatis pulvis
6249;1196;Clozapinum
6250;1196;Clozapinum
6251;1196;Clozapinum
6273;2134;Glucosum monohydricum
6274;2134;Glucosum monohydricum
6275;2134;Glucosum monohydricum
6276;2134;Glucosum monohydricum
6291;2499;Kissan karva
6291;2507;Koiran karva
6292;2499;Kissan karva
6292;2507;Koiran karva
6293;2499;Kissan karva
6293;2507;Koiran karva
6294;2499;Kissan karva
6294;2507;Koiran karva
6308;1222;Coffeinum anhydricum
6308;3584;Paracetamolum
6309;1221;Coffeinum
6309;3584;Paracetamolum
6318;2643;Lidocainum
6323;1007;Cetirizini dihydrochloridum
6330;202;Acrivastinum
6332;202;Acrivastinum
6359;4017;Progesteronum
6360;4017;Progesteronum
6361;4642;Tioconazolum
6367;426;Ampiaismyrkkyproteiini
6367;2838;Mehiläismyrkkyproteiini
6368;426;Ampiaismyrkkyproteiini
6368;2838;Mehiläismyrkkyproteiini
6369;426;Ampiaismyrkkyproteiini
6369;2838;Mehiläismyrkkyproteiini
6370;426;Ampiaismyrkkyproteiini
6370;2838;Mehiläismyrkkyproteiini
6380;4916;Zidovudinum
6384;4243;Selegilini hydrochloridum
6386;93;Acidum azelaicum
6405;1673;Enoxaparinum natricum
6406;1673;Enoxaparinum natricum
6407;1673;Enoxaparinum natricum
6408;1673;Enoxaparinum natricum
6411;1673;Enoxaparinum natricum
6412;1673;Enoxaparinum natricum
6413;1673;Enoxaparinum natricum
6421;747;Bromhexini hydrochloridum
6423;747;Bromhexini hydrochloridum
6427;2960;Metoprololi succinas
6428;2960;Metoprololi succinas
6430;1379;Dermatophagoides pteronyssinus (huonepölypunkki)
6431;1379;Dermatophagoides pteronyssinus (huonepölypunkki)
6463;2961;Metoprololi tartras
6464;2961;Metoprololi tartras
6466;2961;Metoprololi tartras
6467;880;Carbamazepinum
6482;2134;Glucosum monohydricum
6482;2434;Kalii acetas
6482;3117;Natrii chloridum
6483;2134;Glucosum monohydricum
6483;2434;Kalii acetas
6483;3117;Natrii chloridum
6484;2134;Glucosum monohydricum
6484;2434;Kalii acetas
6484;3117;Natrii chloridum
6485;2134;Glucosum monohydricum
6485;2434;Kalii acetas
6485;3117;Natrii chloridum
6486;82;Acidum acetylsalicylicum
6498;72;Aciclovirum
6499;72;Aciclovirum
6500;2996;Moclobemidum
6501;2996;Moclobemidum
6505;2960;Metoprololi succinas
6506;2960;Metoprololi succinas
6507;2960;Metoprololi succinas
6508;2960;Metoprololi succinas
6509;2960;Metoprololi succinas
6531;4037;Propranololi hydrochloridum
6532;4037;Propranololi hydrochloridum
6533;4037;Propranololi hydrochloridum
6534;4037;Propranololi hydrochloridum
6546;3117;Natrii chloridum
6547;3117;Natrii chloridum
6548;1970;Filgrastimum
6572;512;Aqua ad iniectabilia
6573;512;Aqua ad iniectabilia
6577;1233;Colestyraminum
6586;396;Amiodaroni hydrochloridum
6587;11757;Azithromycin dihydratum
6588;11757;Azithromycin dihydratum
6627;2320;Immunoglobulinum humanum normale
6628;2320;Immunoglobulinum humanum normale
6631;880;Carbamazepinum
6632;880;Carbamazepinum
6682;1497;Dikalii phosphas trihydricus
6682;2132;Glucosum anhydricum
6682;2441;Kalii chloridum
6682;2746;Magnesii chloridum hexahydricum
6682;3117;Natrii chloridum
6682;3186;Natrii lactas anhydricus
6719;1739;Estradiolum hemihydricum
6719;3329;Norethisteroni acetas
6723;2109;Gemfibrozilum
6724;2109;Gemfibrozilum
6731;2301;Ibuprofenum
6732;2301;Ibuprofenum
6733;2301;Ibuprofenum
6740;1452;Diclofenacum natricum
6746;388;Amiloridi hydrochloridum dihydricum
6746;2253;Hydrochlorothiazidum
6747;388;Amiloridi hydrochloridum dihydricum
6747;2253;Hydrochlorothiazidum
